step,x,y,z
0,-3.0,0.9011250734329224,2.0
1,-3.0,0.9011250734329224,2.0
2,-3.0,0.9011250734329224,2.0
3,-3.0,0.9011250734329224,2.0
4,-3.0,0.9011250734329224,2.0
5,-3.0,0.9011250734329224,2.0
6,-3.0,0.9011250734329224,2.25
7,-3.0,0.9011250734329224,2.5
8,-3.0,0.9011250734329224,2.5
9,-2.75,0.9011250734329224,2.5
10,-2.5,0.9011250734329224,2.5
11,-2.25,0.9011250734329224,2.5
12,-2.0,0.9011250734329224,2.5
13,-1.75,0.9011250734329224,2.5
14,-1.5,0.9011250734329224,2.5
15,-1.25,0.9011250734329224,2.5
16,-1.25,0.9011250734329224,2.5
17,-1.25,0.9011250734329224,2.5
18,-1.25,0.9011250734329224,2.5
19,-1.25,0.9011250734329224,2.5
20,-1.25,0.9011250734329224,2.5
21,-1.25,0.9011250734329224,2.5
22,-1.5,0.9011250734329224,2.5
23,-1.5,0.9011250734329224,2.5
24,-1.5,0.9011250734329224,2.75
25,-1.5,0.9011250734329224,3.0
26,-1.5,0.9011250734329224,3.25
27,-1.5,0.9011250734329224,3.5
28,-1.5,0.9011250734329224,3.75
29,-1.5,0.9011250734329224,4.0
30,-1.5,0.9011250734329224,4.25
31,-1.5,0.9011250734329224,4.25
32,-1.75,0.9011250734329224,4.25
33,-1.75,0.9011250734329224,4.25
34,-1.75,0.9011250734329224,4.5
35,-1.75,0.9011250734329224,4.75
36,-1.75,0.9011250734329224,5.0
37,-1.75,0.9011250734329224,5.0
38,-2.0,0.9011250734329224,5.0
39,-2.25,0.9011250734329224,5.0
40,-2.5,0.9011250734329224,5.0
41,-2.75,0.9011250734329224,5.0
42,-3.0,0.9011250734329224,5.0
43,-3.25,0.9011250734329224,5.0
44,-3.5,0.9011250734329224,5.0
45,-3.75,0.9011250734329224,5.0
46,-3.75,0.9011250734329224,5.0
47,-3.75,0.9011250734329224,5.0
48,-3.75,0.9011250734329224,5.0
49,-3.75,0.9011250734329224,5.0
50,-3.75,0.9011250734329224,5.0
51,-3.75,0.9011250734329224,5.0
52,-3.5,0.9011250734329224,5.0
53,-3.25,0.9011250734329224,5.0
54,-3.0,0.9011250734329224,5.0
55,-2.75,0.9011250734329224,5.0
56,-2.5,0.9011250734329224,5.0
57,-2.25,0.9011250734329224,5.0
58,-2.0,0.9011250734329224,5.0
59,-1.75,0.9011250734329224,5.0
60,-1.75,0.9011250734329224,5.0
61,-1.75,0.9011250734329224,4.75
62,-1.75,0.9011250734329224,4.75
63,-1.5,0.9011250734329224,4.75
64,-1.25,0.9011250734329224,4.75
65,-1.0,0.9011250734329224,4.75
66,-1.0,0.9011250734329224,4.75
67,-1.0,0.9011250734329224,4.75
68,-1.0,0.9011250734329224,4.75
69,-1.0,0.9011250734329224,4.75
70,-1.0,0.9011250734329224,4.75
71,-1.0,0.9011250734329224,4.75
72,-1.0,0.9011250734329224,4.75
