step,x,y,z
0,-0.5,0.9010459184646606,1.75
1,-0.5,0.9010459184646606,1.75
2,-0.5,0.9010459184646606,1.75
3,-0.5,0.9010459184646606,1.75
4,-0.5,0.9010459184646606,1.75
5,-0.75,0.9010459184646606,1.75
6,-1.0,0.9010459184646606,1.75
7,-1.25,0.9010459184646606,1.75
8,-1.5,0.9010459184646606,1.75
9,-1.75,0.9010459184646606,1.75
10,-2.0,0.9010459184646606,1.75
11,-2.25,0.9010459184646606,1.75
12,-2.5,0.9010459184646606,1.75
13,-2.75,0.9010459184646606,1.75
14,-2.75,0.9010459184646606,1.75
15,-2.75,0.9010459184646606,1.5
16,-2.75,0.9010459184646606,1.5
