step,x,y,z
0,-1.25,0.902314305305481,3.0
1,-1.25,0.902314305305481,3.0
2,-1.25,0.902314305305481,3.0
3,-1.25,0.902314305305481,3.0
4,-1.25,0.902314305305481,3.0
5,-1.25,0.902314305305481,3.0
6,-1.5,0.902314305305481,3.0
7,-1.75,0.902314305305481,3.0
8,-1.75,0.902314305305481,3.0
9,-1.75,0.902314305305481,2.75
10,-1.75,0.902314305305481,2.5
11,-1.75,0.902314305305481,2.25
12,-1.75,0.902314305305481,2.0
13,-1.75,0.902314305305481,1.75
14,-1.75,0.902314305305481,1.5
15,-1.75,0.902314305305481,1.25
16,-1.75,0.902314305305481,1.0
17,-1.75,0.902314305305481,0.75
18,-1.75,0.902314305305481,0.5
19,-1.75,0.902314305305481,0.25
20,-1.75,0.902314305305481,0.0
21,-1.75,0.902314305305481,-0.25
22,-1.75,0.902314305305481,-0.25
23,-1.75,0.902314305305481,-0.25
24,-1.75,0.902314305305481,-0.25
25,-1.75,0.902314305305481,-0.25
26,-1.75,0.902314305305481,-0.25
27,-1.75,0.902314305305481,-0.25
28,-1.75,0.902314305305481,-0.25
29,-1.75,0.902314305305481,-0.25
30,-2.0,0.902314305305481,-0.25
31,-2.25,0.902314305305481,-0.25
32,-2.25,0.902314305305481,-0.25
33,-2.25,0.902314305305481,-0.5
34,-2.25,0.902314305305481,-0.5
35,-2.25,0.902314305305481,-0.5
36,-2.25,0.902314305305481,-0.5
37,-2.25,0.902314305305481,-0.5
38,-2.25,0.902314305305481,-0.5
39,-2.25,0.902314305305481,-0.5
40,-2.25,0.902314305305481,-0.5
41,-2.25,0.902314305305481,-0.5
42,-2.0,0.902314305305481,-0.5
43,-2.0,0.902314305305481,-0.5
44,-2.0,0.902314305305481,-0.5
45,-2.0,0.902314305305481,-0.5
46,-2.0,0.902314305305481,-0.5
47,-2.0,0.902314305305481,-0.5
48,-2.0,0.902314305305481,-0.5
49,-2.0,0.902314305305481,-0.5
50,-2.0,0.902314305305481,-0.5
51,-2.0,0.902314305305481,-0.5
52,-2.0,0.902314305305481,-0.5
53,-2.0,0.902314305305481,-0.5
54,-2.0,0.902314305305481,-0.5
55,-2.0,0.902314305305481,-0.5
56,-2.0,0.902314305305481,-0.5
57,-2.0,0.902314305305481,-0.5
58,-2.0,0.902314305305481,-0.5
59,-2.0,0.902314305305481,-0.5
60,-2.0,0.902314305305481,-0.5
61,-2.0,0.902314305305481,-0.5
62,-2.0,0.902314305305481,-0.5
63,-2.0,0.902314305305481,-0.5
64,-2.0,0.902314305305481,-0.25
65,-2.0,0.902314305305481,0.0
66,-2.0,0.902314305305481,0.25
67,-2.0,0.902314305305481,0.5
68,-2.0,0.902314305305481,0.75
69,-2.0,0.902314305305481,0.75
70,-1.75,0.902314305305481,0.75
71,-1.5,0.902314305305481,0.75
72,-1.25,0.902314305305481,0.75
73,-1.25,0.902314305305481,0.75
