step,x,y,z
0,-3.0,0.9070531129837036,2.75
1,-3.0,0.9070531129837036,2.75
2,-3.0,0.9070531129837036,2.75
3,-3.0,0.9070531129837036,2.75
4,-3.0,0.9070531129837036,2.75
5,-3.0,0.9070531129837036,2.75
6,-3.0,0.9070531129837036,3.0
7,-3.0,0.9070531129837036,3.25
8,-3.0,0.9070531129837036,3.5
9,-3.0,0.9070531129837036,3.75
10,-3.0,0.9070531129837036,4.0
11,-3.0,0.9070531129837036,4.25
12,-3.0,0.9070531129837036,4.5
13,-3.0,0.9070531129837036,4.5
14,-2.75,0.9070531129837036,4.5
15,-2.5,0.9070531129837036,4.5
16,-2.25,0.9070531129837036,4.5
17,-2.0,0.9070531129837036,4.5
18,-1.75,0.9070531129837036,4.5
19,-1.5,0.9070531129837036,4.5
20,-1.25,0.9070531129837036,4.5
21,-1.0,0.9070531129837036,4.5
22,-1.0,0.9070531129837036,4.5
23,-1.0,0.9070531129837036,4.5
24,-1.0,0.9070531129837036,4.5
25,-1.0,0.9070531129837036,4.5
26,-1.0,0.9070531129837036,4.5
27,-1.0,0.9070531129837036,4.5
28,-1.0,0.9070531129837036,4.5
29,-1.0,0.9070531129837036,4.5
30,-1.0,0.9070531129837036,4.25
31,-1.0,0.9070531129837036,4.25
32,-0.75,0.9070531129837036,4.25
33,-0.5,0.9070531129837036,4.25
34,-0.25,0.9070531129837036,4.25
35,-0.25,0.9070531129837036,4.25
36,-0.25,0.9070531129837036,4.25
37,-0.25,0.9070531129837036,4.25
38,-0.25,0.9070531129837036,4.25
39,-0.25,0.9070531129837036,4.25
40,-0.25,0.9070531129837036,4.0
41,-0.25,0.9070531129837036,3.75
42,-0.25,0.9070531129837036,3.5
43,-0.25,0.9070531129837036,3.25
44,-0.25,0.9070531129837036,3.0
45,-0.25,0.9070531129837036,2.75
46,-0.25,0.9070531129837036,2.5
47,-0.25,0.9070531129837036,2.25
48,-0.25,0.9070531129837036,2.25
49,-0.25,0.9070531129837036,2.25
50,-0.25,0.9070531129837036,2.25
51,-0.25,0.9070531129837036,2.25
52,-0.25,0.9070531129837036,2.25
53,-0.25,0.9070531129837036,2.25
54,-0.25,0.9070531129837036,2.5
55,-0.25,0.9070531129837036,2.75
56,-0.25,0.9070531129837036,3.0
57,-0.25,0.9070531129837036,3.25
