step,x,y,z
0,-1.25,0.902314305305481,3.0
1,-1.25,0.902314305305481,3.0
2,-1.25,0.902314305305481,3.0
3,-1.25,0.902314305305481,3.0
4,-1.25,0.902314305305481,3.0
5,-1.25,0.902314305305481,3.25
6,-1.25,0.902314305305481,3.25
7,-1.0,0.902314305305481,3.25
8,-1.0,0.902314305305481,3.25
9,-1.0,0.902314305305481,3.5
10,-1.0,0.902314305305481,3.75
11,-1.0,0.902314305305481,4.0
12,-1.0,0.902314305305481,4.25
13,-1.0,0.902314305305481,4.5
14,-1.0,0.902314305305481,4.75
15,-1.0,0.902314305305481,5.0
16,-1.0,0.902314305305481,5.0
17,-1.25,0.902314305305481,5.0
18,-1.5,0.902314305305481,5.0
19,-1.75,0.902314305305481,5.0
20,-2.0,0.902314305305481,5.0
21,-2.0,0.902314305305481,5.0
22,-2.0,0.902314305305481,5.0
23,-2.0,0.902314305305481,5.0
24,-1.75,0.902314305305481,5.0
25,-1.5,0.902314305305481,5.0
26,-1.25,0.902314305305481,5.0
27,-1.0,0.902314305305481,5.0
28,-1.0,0.902314305305481,5.0
