step,x,y,z
0,-0.5,0.9010459184646606,1.75
1,-0.5,0.9010459184646606,1.75
2,-0.5,0.9010459184646606,1.75
3,-0.5,0.9010459184646606,1.75
4,-0.5,0.9010459184646606,1.75
5,-0.75,0.9010459184646606,1.75
6,-1.0,0.9010459184646606,1.75
7,-1.25,0.9010459184646606,1.75
8,-1.5,0.9010459184646606,1.75
9,-1.75,0.9010459184646606,1.75
10,-2.0,0.9010459184646606,1.75
11,-2.25,0.9010459184646606,1.75
12,-2.5,0.9010459184646606,1.75
13,-2.75,0.9010459184646606,1.75
14,-2.75,0.9010459184646606,1.75
15,-2.75,0.9010459184646606,1.5
16,-2.75,0.9010459184646606,1.25
17,-2.75,0.9010459184646606,1.25
18,-2.75,0.9010459184646606,1.25
19,-2.75,0.9010459184646606,1.25
20,-2.75,0.9010459184646606,1.25
21,-2.75,0.9010459184646606,1.25
22,-3.0,0.9010459184646606,1.25
23,-3.0,0.9010459184646606,1.25
24,-3.0,0.9010459184646606,1.5
25,-3.0,0.9010459184646606,1.75
26,-3.0,0.9010459184646606,2.0
27,-3.0,0.9010459184646606,2.25
28,-3.0,0.9010459184646606,2.5
29,-3.0,0.9010459184646606,2.75
30,-3.0,0.9010459184646606,3.0
31,-3.0,0.9010459184646606,3.25
32,-3.0,0.9010459184646606,3.5
33,-3.0,0.9010459184646606,3.5
34,-3.0,0.9010459184646606,3.5
35,-3.0,0.9010459184646606,3.5
36,-3.0,0.9010459184646606,3.5
37,-3.0,0.9010459184646606,3.5
38,-2.75,0.9010459184646606,3.5
39,-2.5,0.9010459184646606,3.5
40,-2.5,0.9010459184646606,3.5
41,-2.5,0.9010459184646606,3.25
42,-2.5,0.9010459184646606,3.0
43,-2.5,0.9010459184646606,3.0
44,-2.25,0.9010459184646606,3.0
45,-2.0,0.9010459184646606,3.0
46,-1.75,0.9010459184646606,3.0
47,-1.5,0.9010459184646606,3.0
48,-1.25,0.9010459184646606,3.0
49,-1.0,0.9010459184646606,3.0
50,-0.75,0.9010459184646606,3.0
51,-0.75,0.9010459184646606,3.0
52,-0.75,0.9010459184646606,3.25
53,-0.75,0.9010459184646606,3.5
54,-0.75,0.9010459184646606,3.5
55,-0.5,0.9010459184646606,3.5
56,-0.25,0.9010459184646606,3.5
57,-0.25,0.9010459184646606,3.5
58,-0.25,0.9010459184646606,3.5
59,-0.25,0.9010459184646606,3.5
60,-0.25,0.9010459184646606,3.5
61,-0.25,0.9010459184646606,3.5
62,-0.25,0.9010459184646606,3.25
63,-0.25,0.9010459184646606,3.0
64,-0.25,0.9010459184646606,2.75
65,-0.25,0.9010459184646606,2.5
66,-0.25,0.9010459184646606,2.25
67,-0.25,0.9010459184646606,2.0
68,-0.25,0.9010459184646606,1.75
69,-0.25,0.9010459184646606,1.5
70,-0.25,0.9010459184646606,1.5
71,0.0,0.9010459184646606,1.5
72,0.25,0.9010459184646606,1.5
73,0.5,0.9010459184646606,1.5
74,0.75,0.9010459184646606,1.5
75,1.0,0.9010459184646606,1.5
76,1.0,0.9010459184646606,1.5
77,1.0,0.9010459184646606,1.5
78,1.0,0.9010459184646606,1.5
79,1.0,0.9010459184646606,1.5
80,1.0,0.9010459184646606,1.5
81,1.0,0.9010459184646606,1.5
82,0.75,0.9010459184646606,1.5
83,0.5,0.9010459184646606,1.5
84,0.25,0.9010459184646606,1.5
85,-0.0,0.9010459184646606,1.5
86,-0.25,0.9010459184646606,1.5
87,-0.25,0.9010459184646606,1.5
