step,x,y,z
0,-3.0,0.9011250734329224,2.0
1,-3.0,0.9011250734329224,2.0
2,-3.0,0.9011250734329224,2.0
3,-3.0,0.9011250734329224,2.0
4,-3.0,0.9011250734329224,2.0
5,-3.0,0.9011250734329224,2.0
6,-3.0,0.9011250734329224,2.0
7,-3.25,0.9011250734329224,2.0
8,-3.5,0.9011250734329224,2.0
9,-3.75,0.9011250734329224,2.0
10,-3.75,0.9011250734329224,2.0
11,-3.75,0.9011250734329224,2.25
12,-3.75,0.9011250734329224,2.25
13,-3.75,0.9011250734329224,2.25
14,-3.75,0.9011250734329224,2.25
15,-3.75,0.9011250734329224,2.25
16,-3.75,0.9011250734329224,2.25
17,-3.75,0.9011250734329224,2.25
18,-3.75,0.9011250734329224,2.25
19,-3.75,0.9011250734329224,2.25
20,-4.0,0.9011250734329224,2.25
21,-4.25,0.9011250734329224,2.25
22,-4.25,0.9011250734329224,2.25
23,-4.25,0.9011250734329224,2.5
24,-4.25,0.9011250734329224,2.75
25,-4.25,0.9011250734329224,3.0
26,-4.25,0.9011250734329224,3.25
27,-4.25,0.9011250734329224,3.25
28,-4.25,0.9011250734329224,3.25
29,-4.25,0.9011250734329224,3.25
30,-4.25,0.9011250734329224,3.25
31,-4.25,0.9011250734329224,3.25
32,-4.25,0.9011250734329224,3.25
33,-4.25,0.9011250734329224,3.25
34,-4.25,0.9011250734329224,3.5
35,-4.25,0.9011250734329224,3.5
36,-4.25,0.9011250734329224,3.5
37,-4.25,0.9011250734329224,3.5
38,-4.25,0.9011250734329224,3.5
39,-4.25,0.9011250734329224,3.5
40,-4.25,0.9011250734329224,3.5
41,-4.25,0.9011250734329224,3.5
42,-4.25,0.9011250734329224,3.5
43,-4.25,0.9011250734329224,3.5
44,-4.25,0.9011250734329224,3.25
45,-4.25,0.9011250734329224,3.25
46,-4.5,0.9011250734329224,3.25
47,-4.75,0.9011250734329224,3.25
48,-4.75,0.9011250734329224,3.25
49,-4.75,0.9011250734329224,3.0
50,-4.75,0.9011250734329224,3.0
51,-4.75,0.9011250734329224,3.0
52,-4.75,0.9011250734329224,3.0
53,-4.75,0.9011250734329224,3.0
54,-4.75,0.9011250734329224,3.0
55,-4.75,0.9011250734329224,3.0
56,-4.75,0.9011250734329224,3.0
57,-4.75,0.9011250734329224,3.0
58,-4.5,0.9011250734329224,3.0
59,-4.25,0.9011250734329224,3.0
60,-4.0,0.9011250734329224,3.0
61,-3.75,0.9011250734329224,3.0
62,-3.75,0.9011250734329224,3.0
63,-3.75,0.9011250734329224,3.0
64,-3.75,0.9011250734329224,3.0
65,-3.75,0.9011250734329224,3.0
66,-3.75,0.9011250734329224,3.0
67,-3.75,0.9011250734329224,3.0
68,-3.75,0.9011250734329224,3.0
69,-3.75,0.9011250734329224,3.0
70,-3.75,0.9011250734329224,3.0
71,-3.75,0.9011250734329224,3.0
72,-3.75,0.9011250734329224,3.0
73,-3.75,0.9011250734329224,3.0
74,-3.75,0.9011250734329224,3.0
75,-3.75,0.9011250734329224,3.0
76,-3.75,0.9011250734329224,3.0
77,-3.75,0.9011250734329224,2.75
78,-3.75,0.9011250734329224,2.75
79,-3.5,0.9011250734329224,2.75
80,-3.5,0.9011250734329224,2.75
81,-3.5,0.9011250734329224,2.75
82,-3.5,0.9011250734329224,2.75
83,-3.5,0.9011250734329224,2.75
84,-3.5,0.9011250734329224,2.75
85,-3.5,0.9011250734329224,2.75
86,-3.5,0.9011250734329224,2.75
87,-3.5,0.9011250734329224,2.75
88,-3.5,0.9011250734329224,2.75
89,-3.5,0.9011250734329224,2.75
90,-3.5,0.9011250734329224,2.75
91,-3.5,0.9011250734329224,2.75
92,-3.5,0.9011250734329224,2.75
93,-3.5,0.9011250734329224,2.75
94,-3.5,0.9011250734329224,2.75
95,-3.5,0.9011250734329224,2.5
96,-3.5,0.9011250734329224,2.25
97,-3.5,0.9011250734329224,2.25
98,-3.25,0.9011250734329224,2.25
99,-3.0,0.9011250734329224,2.25
100,-3.0,0.9011250734329224,2.25
101,-3.0,0.9011250734329224,2.25
102,-3.0,0.9011250734329224,2.25
103,-3.0,0.9011250734329224,2.25
104,-3.0,0.9011250734329224,2.25
105,-3.0,0.9011250734329224,2.25
106,-3.0,0.9011250734329224,2.25
107,-3.0,0.9011250734329224,2.25
108,-3.0,0.9011250734329224,2.25
109,-3.0,0.9011250734329224,2.25
110,-3.0,0.9011250734329224,2.25
111,-3.0,0.9011250734329224,2.25
112,-3.0,0.9011250734329224,2.25
113,-3.0,0.9011250734329224,2.25
114,-3.0,0.9011250734329224,2.25
115,-3.0,0.9011250734329224,2.25
116,-3.0,0.9011250734329224,2.25
117,-3.0,0.9011250734329224,2.0
118,-3.0,0.9011250734329224,2.0
119,-2.75,0.9011250734329224,2.0
120,-2.75,0.9011250734329224,2.0
121,-2.75,0.9011250734329224,2.0
122,-2.75,0.9011250734329224,2.0
123,-2.75,0.9011250734329224,2.0
124,-2.75,0.9011250734329224,2.0
125,-2.75,0.9011250734329224,2.0
126,-2.75,0.9011250734329224,2.0
127,-2.75,0.9011250734329224,2.0
128,-2.75,0.9011250734329224,2.0
129,-3.0,0.9011250734329224,2.0
130,-3.25,0.9011250734329224,2.0
131,-3.5,0.9011250734329224,2.0
132,-3.5,0.9011250734329224,2.0
133,-3.5,0.9011250734329224,2.25
134,-3.5,0.9011250734329224,2.5
135,-3.5,0.9011250734329224,2.75
136,-3.5,0.9011250734329224,2.75
137,-3.5,0.9011250734329224,2.75
138,-3.5,0.9011250734329224,2.75
139,-3.5,0.9011250734329224,2.75
140,-3.5,0.9011250734329224,2.75
141,-3.5,0.9011250734329224,2.75
142,-3.5,0.9011250734329224,2.75
143,-3.5,0.9011250734329224,2.75
144,-3.75,0.9011250734329224,2.75
145,-4.0,0.9011250734329224,2.75
146,-4.0,0.9011250734329224,2.75
147,-4.0,0.9011250734329224,2.5
148,-4.0,0.9011250734329224,2.5
149,-4.0,0.9011250734329224,2.5
150,-4.0,0.9011250734329224,2.5
151,-4.0,0.9011250734329224,2.5
152,-4.0,0.9011250734329224,2.5
153,-4.0,0.9011250734329224,2.5
154,-4.0,0.9011250734329224,2.5
155,-4.0,0.9011250734329224,2.5
156,-4.0,0.9011250734329224,2.5
157,-4.0,0.9011250734329224,2.5
158,-4.0,0.9011250734329224,2.5
159,-4.0,0.9011250734329224,2.5
160,-4.0,0.9011250734329224,2.5
161,-4.0,0.9011250734329224,2.5
162,-4.0,0.9011250734329224,2.5
163,-4.0,0.9011250734329224,2.5
164,-4.0,0.9011250734329224,2.5
165,-4.0,0.9011250734329224,2.5
166,-4.0,0.9011250734329224,2.5
167,-4.0,0.9011250734329224,2.5
168,-4.0,0.9011250734329224,2.5
169,-4.0,0.9011250734329224,2.5
170,-4.0,0.9011250734329224,2.5
171,-4.0,0.9011250734329224,2.5
172,-4.0,0.9011250734329224,2.5
173,-4.0,0.9011250734329224,2.5
174,-4.0,0.9011250734329224,2.5
175,-4.0,0.9011250734329224,2.5
176,-4.0,0.9011250734329224,2.5
177,-4.0,0.9011250734329224,2.5
178,-4.0,0.9011250734329224,2.5
179,-3.75,0.9011250734329224,2.5
180,-3.5,0.9011250734329224,2.5
181,-3.25,0.9011250734329224,2.5
182,-3.0,0.9011250734329224,2.5
183,-2.75,0.9011250734329224,2.5
184,-2.5,0.9011250734329224,2.5
185,-2.25,0.9011250734329224,2.5
186,-2.0,0.9011250734329224,2.5
187,-2.0,0.9011250734329224,2.5
188,-2.0,0.9011250734329224,2.5
189,-2.0,0.9011250734329224,2.5
190,-2.0,0.9011250734329224,2.5
191,-2.0,0.9011250734329224,2.5
192,-2.0,0.9011250734329224,2.5
193,-2.0,0.9011250734329224,2.5
194,-2.0,0.9011250734329224,2.5
195,-2.0,0.9011250734329224,2.5
196,-2.0,0.9011250734329224,2.5
197,-2.0,0.9011250734329224,2.5
198,-2.0,0.9011250734329224,2.5
199,-2.0,0.9011250734329224,2.5
200,-2.0,0.9011250734329224,2.5
201,-1.75,0.9011250734329224,2.5
202,-1.5,0.9011250734329224,2.5
203,-1.25,0.9011250734329224,2.5
204,-1.25,0.9011250734329224,2.5
205,-1.25,0.9011250734329224,2.5
206,-1.25,0.9011250734329224,2.5
207,-1.25,0.9011250734329224,2.5
208,-1.25,0.9011250734329224,2.5
209,-1.25,0.9011250734329224,2.5
210,-1.25,0.9011250734329224,2.5
211,-1.25,0.9011250734329224,2.5
212,-1.25,0.9011250734329224,2.5
213,-1.25,0.9011250734329224,2.5
214,-1.25,0.9011250734329224,2.75
215,-1.25,0.9011250734329224,2.75
216,-1.0,0.9011250734329224,2.75
217,-0.75,0.9011250734329224,2.75
218,-0.75,0.9011250734329224,2.75
219,-0.75,0.9011250734329224,2.75
220,-0.75,0.9011250734329224,2.75
221,-0.75,0.9011250734329224,2.75
222,-0.75,0.9011250734329224,2.75
223,-0.75,0.9011250734329224,2.75
224,-0.75,0.9011250734329224,2.75
225,-0.75,0.9011250734329224,2.75
226,-0.75,0.9011250734329224,2.75
227,-1.0,0.9011250734329224,2.75
228,-1.0,0.9011250734329224,2.75
229,-1.0,0.9011250734329224,2.5
230,-1.0,0.9011250734329224,2.5
231,-1.0,0.9011250734329224,2.5
232,-1.0,0.9011250734329224,2.5
233,-1.0,0.9011250734329224,2.5
234,-1.0,0.9011250734329224,2.5
235,-1.0,0.9011250734329224,2.5
236,-1.0,0.9011250734329224,2.5
237,-1.0,0.9011250734329224,2.5
238,-0.75,0.9011250734329224,2.5
239,-0.5,0.9011250734329224,2.5
240,-0.5,0.9011250734329224,2.5
241,-0.5,0.9011250734329224,2.5
242,-0.5,0.9011250734329224,2.5
243,-0.5,0.9011250734329224,2.5
244,-0.5,0.9011250734329224,2.5
245,-0.5,0.9011250734329224,2.5
246,-0.5,0.9011250734329224,2.5
247,-0.5,0.9011250734329224,2.5
248,-0.5,0.9011250734329224,2.75
249,-0.5,0.9011250734329224,2.75
250,-0.5,0.9011250734329224,2.75
251,-0.5,0.9011250734329224,2.75
252,-0.5,0.9011250734329224,2.75
253,-0.5,0.9011250734329224,2.75
254,-0.5,0.9011250734329224,2.75
255,-0.5,0.9011250734329224,2.75
256,-0.5,0.9011250734329224,2.75
257,-0.5,0.9011250734329224,2.75
258,-0.5,0.9011250734329224,2.75
259,-0.75,0.9011250734329224,2.75
260,-1.0,0.9011250734329224,2.75
261,-1.25,0.9011250734329224,2.75
262,-1.25,0.9011250734329224,2.75
263,-1.25,0.9011250734329224,2.75
264,-1.25,0.9011250734329224,2.75
265,-1.25,0.9011250734329224,2.75
266,-1.25,0.9011250734329224,2.75
267,-1.25,0.9011250734329224,2.75
268,-1.25,0.9011250734329224,2.75
269,-1.25,0.9011250734329224,2.75
270,-1.25,0.9011250734329224,2.75
271,-1.25,0.9011250734329224,2.75
272,-1.25,0.9011250734329224,2.75
273,-1.25,0.9011250734329224,2.75
274,-1.25,0.9011250734329224,2.75
275,-1.25,0.9011250734329224,2.75
276,-1.25,0.9011250734329224,2.75
277,-1.25,0.9011250734329224,2.5
278,-1.25,0.9011250734329224,2.5
279,-1.0,0.9011250734329224,2.5
280,-1.0,0.9011250734329224,2.5
281,-1.0,0.9011250734329224,2.5
282,-1.0,0.9011250734329224,2.5
283,-1.0,0.9011250734329224,2.5
284,-1.0,0.9011250734329224,2.5
285,-1.0,0.9011250734329224,2.5
286,-1.0,0.9011250734329224,2.5
287,-1.0,0.9011250734329224,2.5
288,-1.0,0.9011250734329224,2.25
289,-1.0,0.9011250734329224,2.25
290,-0.75,0.9011250734329224,2.25
291,-0.75,0.9011250734329224,2.25
292,-0.75,0.9011250734329224,2.25
293,-0.75,0.9011250734329224,2.25
294,-1.0,0.9011250734329224,2.25
295,-1.25,0.9011250734329224,2.25
296,-1.25,0.9011250734329224,2.25
297,-1.25,0.9011250734329224,2.25
298,-1.25,0.9011250734329224,2.25
299,-1.25,0.9011250734329224,2.25
300,-1.25,0.9011250734329224,2.25
301,-1.25,0.9011250734329224,2.25
302,-1.25,0.9011250734329224,2.25
303,-1.25,0.9011250734329224,2.25
304,-1.25,0.9011250734329224,2.25
305,-1.0,0.9011250734329224,2.25
306,-0.75,0.9011250734329224,2.25
307,-0.75,0.9011250734329224,2.25
308,-0.75,0.9011250734329224,2.0
309,-0.75,0.9011250734329224,2.0
310,-0.75,0.9011250734329224,2.0
311,-0.75,0.9011250734329224,2.0
312,-0.75,0.9011250734329224,2.0
313,-0.75,0.9011250734329224,2.0
314,-0.75,0.9011250734329224,2.0
315,-0.75,0.9011250734329224,2.0
316,-0.75,0.9011250734329224,2.0
317,-0.75,0.9011250734329224,2.0
318,-0.75,0.9011250734329224,2.0
319,-0.75,0.9011250734329224,2.0
320,-0.75,0.9011250734329224,2.0
321,-0.75,0.9011250734329224,2.0
322,-0.75,0.9011250734329224,2.0
323,-0.75,0.9011250734329224,2.0
324,-0.75,0.9011250734329224,2.0
325,-0.75,0.9011250734329224,2.25
326,-0.75,0.9011250734329224,2.25
327,-1.0,0.9011250734329224,2.25
328,-1.0,0.9011250734329224,2.25
329,-1.0,0.9011250734329224,2.5
330,-1.0,0.9011250734329224,2.75
331,-1.0,0.9011250734329224,3.0
332,-1.0,0.9011250734329224,3.25
333,-1.0,0.9011250734329224,3.25
334,-1.0,0.9011250734329224,3.25
335,-1.0,0.9011250734329224,3.25
336,-1.0,0.9011250734329224,3.25
337,-1.0,0.9011250734329224,3.25
338,-1.0,0.9011250734329224,3.25
339,-1.0,0.9011250734329224,3.25
340,-1.0,0.9011250734329224,3.25
341,-0.75,0.9011250734329224,3.25
342,-0.75,0.9011250734329224,3.25
343,-0.75,0.9011250734329224,3.25
344,-0.75,0.9011250734329224,3.25
345,-0.75,0.9011250734329224,3.25
346,-0.75,0.9011250734329224,3.25
347,-0.75,0.9011250734329224,3.25
348,-0.75,0.9011250734329224,3.25
349,-0.75,0.9011250734329224,3.25
350,-0.75,0.9011250734329224,3.25
351,-1.0,0.9011250734329224,3.25
352,-1.25,0.9011250734329224,3.25
353,-1.5,0.9011250734329224,3.25
354,-1.5,0.9011250734329224,3.25
355,-1.5,0.9011250734329224,3.5
356,-1.5,0.9011250734329224,3.75
357,-1.5,0.9011250734329224,4.0
358,-1.5,0.9011250734329224,4.0
359,-1.5,0.9011250734329224,4.0
360,-1.5,0.9011250734329224,4.0
361,-1.5,0.9011250734329224,4.0
362,-1.5,0.9011250734329224,4.0
363,-1.5,0.9011250734329224,4.0
364,-1.5,0.9011250734329224,4.0
365,-1.5,0.9011250734329224,4.0
366,-1.5,0.9011250734329224,4.0
367,-1.5,0.9011250734329224,4.0
368,-1.5,0.9011250734329224,4.0
369,-1.5,0.9011250734329224,4.0
370,-1.5,0.9011250734329224,4.0
371,-1.5,0.9011250734329224,4.0
372,-1.5,0.9011250734329224,4.0
373,-1.5,0.9011250734329224,4.0
374,-1.5,0.9011250734329224,4.25
375,-1.5,0.9011250734329224,4.25
376,-1.75,0.9011250734329224,4.25
377,-1.75,0.9011250734329224,4.25
378,-1.75,0.9011250734329224,4.5
379,-1.75,0.9011250734329224,4.5
380,-1.75,0.9011250734329224,4.5
381,-1.75,0.9011250734329224,4.5
382,-1.75,0.9011250734329224,4.5
383,-1.75,0.9011250734329224,4.5
384,-1.75,0.9011250734329224,4.5
385,-1.75,0.9011250734329224,4.5
386,-1.75,0.9011250734329224,4.5
387,-1.75,0.9011250734329224,4.5
388,-1.75,0.9011250734329224,4.75
389,-1.75,0.9011250734329224,5.0
390,-1.75,0.9011250734329224,5.0
391,-2.0,0.9011250734329224,5.0
392,-2.25,0.9011250734329224,5.0
393,-2.5,0.9011250734329224,5.0
394,-2.5,0.9011250734329224,5.0
395,-2.5,0.9011250734329224,5.0
396,-2.5,0.9011250734329224,5.0
397,-2.5,0.9011250734329224,5.0
398,-2.5,0.9011250734329224,5.0
399,-2.5,0.9011250734329224,5.0
400,-2.5,0.9011250734329224,5.0
401,-2.5,0.9011250734329224,5.0
402,-2.5,0.9011250734329224,5.0
403,-2.75,0.9011250734329224,5.0
404,-3.0,0.9011250734329224,5.0
405,-3.25,0.9011250734329224,5.0
406,-3.25,0.9011250734329224,5.0
407,-3.25,0.9011250734329224,5.0
408,-3.25,0.9011250734329224,5.0
409,-3.25,0.9011250734329224,5.0
410,-3.25,0.9011250734329224,5.0
411,-3.25,0.9011250734329224,5.0
412,-3.25,0.9011250734329224,5.0
413,-3.25,0.9011250734329224,5.0
414,-3.25,0.9011250734329224,5.0
415,-3.25,0.9011250734329224,5.0
416,-3.25,0.9011250734329224,5.0
417,-3.25,0.9011250734329224,5.0
418,-3.25,0.9011250734329224,5.0
419,-3.25,0.9011250734329224,5.0
420,-3.25,0.9011250734329224,5.0
421,-3.25,0.9011250734329224,5.0
422,-3.25,0.9011250734329224,5.0
423,-3.25,0.9011250734329224,5.0
424,-3.0,0.9011250734329224,5.0
425,-3.0,0.9011250734329224,5.0
426,-3.0,0.9011250734329224,5.0
427,-3.0,0.9011250734329224,5.0
428,-3.0,0.9011250734329224,5.0
429,-3.0,0.9011250734329224,5.0
430,-3.0,0.9011250734329224,5.0
431,-3.0,0.9011250734329224,5.0
432,-3.0,0.9011250734329224,5.0
433,-3.0,0.9011250734329224,5.0
434,-3.25,0.9011250734329224,5.0
435,-3.5,0.9011250734329224,5.0
436,-3.5,0.9011250734329224,5.0
437,-3.5,0.9011250734329224,4.75
438,-3.5,0.9011250734329224,4.75
439,-3.5,0.9011250734329224,4.75
440,-3.5,0.9011250734329224,4.75
441,-3.5,0.9011250734329224,4.75
442,-3.5,0.9011250734329224,4.75
443,-3.5,0.9011250734329224,4.75
444,-3.5,0.9011250734329224,4.75
445,-3.5,0.9011250734329224,4.75
446,-3.5,0.9011250734329224,4.75
447,-3.5,0.9011250734329224,4.75
448,-3.5,0.9011250734329224,4.75
449,-3.5,0.9011250734329224,4.75
450,-3.5,0.9011250734329224,4.75
451,-3.5,0.9011250734329224,4.75
452,-3.5,0.9011250734329224,4.75
453,-3.5,0.9011250734329224,4.75
454,-3.5,0.9011250734329224,5.0
455,-3.5,0.9011250734329224,5.0
456,-3.25,0.9011250734329224,5.0
457,-3.25,0.9011250734329224,5.0
458,-3.25,0.9011250734329224,5.0
459,-3.25,0.9011250734329224,5.0
460,-3.25,0.9011250734329224,5.0
461,-3.25,0.9011250734329224,5.0
462,-3.25,0.9011250734329224,5.0
463,-3.25,0.9011250734329224,5.0
464,-3.25,0.9011250734329224,5.25
465,-3.25,0.9011250734329224,5.5
466,-3.25,0.9011250734329224,5.75
467,-3.25,0.9011250734329224,6.0
468,-3.25,0.9011250734329224,6.25
469,-3.25,0.9011250734329224,6.25
470,-3.25,0.9011250734329224,6.25
471,-3.25,0.9011250734329224,6.25
472,-3.25,0.9011250734329224,6.25
473,-3.25,0.9011250734329224,6.25
474,-3.25,0.9011250734329224,6.25
