step,x,y,z
0,-1.25,0.902314305305481,3.0
1,-1.25,0.902314305305481,3.0
2,-1.25,0.902314305305481,3.0
3,-1.25,0.902314305305481,3.0
4,-1.25,0.902314305305481,3.0
5,-1.25,0.902314305305481,3.25
6,-1.25,0.902314305305481,3.25
7,-1.0,0.902314305305481,3.25
8,-1.0,0.902314305305481,3.25
9,-1.0,0.902314305305481,3.5
10,-1.0,0.902314305305481,3.75
11,-1.0,0.902314305305481,4.0
12,-1.0,0.902314305305481,4.25
13,-1.0,0.902314305305481,4.5
14,-1.0,0.902314305305481,4.75
15,-1.0,0.902314305305481,5.0
16,-1.0,0.902314305305481,5.25
17,-1.0,0.902314305305481,5.25
18,-1.0,0.902314305305481,5.25
19,-1.0,0.902314305305481,5.25
20,-1.0,0.902314305305481,5.25
21,-1.0,0.902314305305481,5.25
22,-1.25,0.902314305305481,5.25
23,-1.5,0.902314305305481,5.25
24,-1.75,0.902314305305481,5.25
25,-2.0,0.902314305305481,5.25
26,-2.25,0.902314305305481,5.25
27,-2.5,0.902314305305481,5.25
28,-2.75,0.902314305305481,5.25
29,-3.0,0.902314305305481,5.25
30,-3.0,0.902314305305481,5.25
31,-3.0,0.902314305305481,5.25
32,-3.0,0.902314305305481,5.25
33,-3.0,0.902314305305481,5.25
34,-3.0,0.902314305305481,5.25
35,-3.0,0.902314305305481,5.0
36,-3.0,0.902314305305481,4.75
37,-3.0,0.902314305305481,4.5
38,-3.0,0.902314305305481,4.25
39,-3.0,0.902314305305481,4.0
40,-3.0,0.902314305305481,3.75
41,-3.0,0.902314305305481,3.5
42,-3.0,0.902314305305481,3.25
43,-3.0,0.902314305305481,3.25
44,-2.75,0.902314305305481,3.25
45,-2.5,0.902314305305481,3.25
46,-2.25,0.902314305305481,3.25
47,-2.0,0.902314305305481,3.25
48,-2.0,0.902314305305481,3.25
49,-2.0,0.902314305305481,3.0
50,-2.0,0.902314305305481,3.0
51,-1.75,0.902314305305481,3.0
52,-1.75,0.902314305305481,3.0
53,-1.75,0.902314305305481,2.75
54,-1.75,0.902314305305481,2.5
55,-1.75,0.902314305305481,2.25
56,-1.75,0.902314305305481,2.0
57,-1.75,0.902314305305481,1.75
58,-1.75,0.902314305305481,1.75
59,-2.0,0.902314305305481,1.75
60,-2.25,0.902314305305481,1.75
61,-2.5,0.902314305305481,1.75
62,-2.5,0.902314305305481,1.75
63,-2.5,0.902314305305481,1.75
64,-2.5,0.902314305305481,1.75
65,-2.5,0.902314305305481,1.75
66,-2.5,0.902314305305481,1.75
67,-2.5,0.902314305305481,1.75
68,-2.25,0.902314305305481,1.75
69,-2.0,0.902314305305481,1.75
70,-1.75,0.902314305305481,1.75
71,-1.75,0.902314305305481,1.75
72,-1.75,0.902314305305481,2.0
73,-1.75,0.902314305305481,2.25
74,-1.75,0.902314305305481,2.5
75,-1.75,0.902314305305481,2.75
76,-1.75,0.902314305305481,3.0
77,-1.75,0.902314305305481,3.0
78,-2.0,0.902314305305481,3.0
79,-2.0,0.902314305305481,3.0
80,-2.0,0.902314305305481,3.25
81,-2.0,0.902314305305481,3.25
82,-2.25,0.902314305305481,3.25
83,-2.5,0.902314305305481,3.25
84,-2.75,0.902314305305481,3.25
85,-2.75,0.902314305305481,3.25
86,-2.75,0.902314305305481,3.5
87,-2.75,0.902314305305481,3.75
88,-2.75,0.902314305305481,3.75
89,-2.75,0.902314305305481,3.75
90,-2.75,0.902314305305481,3.75
91,-2.75,0.902314305305481,3.75
92,-2.75,0.902314305305481,3.75
93,-2.75,0.902314305305481,3.75
94,-2.75,0.902314305305481,3.75
