step,x,y,z
0,-4.0,0.9026566743850708,1.5
1,-4.0,0.9026566743850708,1.5
2,-4.0,0.9026566743850708,1.5
3,-4.0,0.9026566743850708,1.5
4,-4.0,0.9026566743850708,1.5
5,-4.0,0.9026566743850708,1.5
6,-4.25,0.9026566743850708,1.5
7,-4.25,0.9026566743850708,1.5
8,-4.25,0.9026566743850708,1.75
9,-4.25,0.9026566743850708,2.0
10,-4.25,0.9026566743850708,2.0
11,-4.25,0.9026566743850708,2.0
12,-4.25,0.9026566743850708,2.0
13,-4.25,0.9026566743850708,2.0
14,-4.25,0.9026566743850708,2.0
15,-4.25,0.9026566743850708,2.0
16,-4.25,0.9026566743850708,2.0
17,-4.25,0.9026566743850708,2.0
18,-4.5,0.9026566743850708,2.0
19,-4.5,0.9026566743850708,2.0
20,-4.5,0.9026566743850708,2.25
21,-4.5,0.9026566743850708,2.25
22,-4.5,0.9026566743850708,2.25
23,-4.5,0.9026566743850708,2.25
24,-4.5,0.9026566743850708,2.25
25,-4.5,0.9026566743850708,2.25
26,-4.5,0.9026566743850708,2.25
27,-4.5,0.9026566743850708,2.25
28,-4.5,0.9026566743850708,2.25
29,-4.25,0.9026566743850708,2.25
30,-4.25,0.9026566743850708,2.25
31,-4.25,0.9026566743850708,2.25
32,-4.25,0.9026566743850708,2.25
33,-4.25,0.9026566743850708,2.25
34,-4.25,0.9026566743850708,2.25
35,-4.25,0.9026566743850708,2.25
36,-4.25,0.9026566743850708,2.25
37,-4.25,0.9026566743850708,2.25
38,-4.25,0.9026566743850708,2.25
39,-4.25,0.9026566743850708,2.25
40,-4.25,0.9026566743850708,2.25
41,-4.25,0.9026566743850708,2.25
42,-4.25,0.9026566743850708,2.25
43,-4.25,0.9026566743850708,2.25
44,-4.25,0.9026566743850708,2.25
45,-4.25,0.9026566743850708,2.5
46,-4.25,0.9026566743850708,2.5
47,-4.0,0.9026566743850708,2.5
48,-3.75,0.9026566743850708,2.5
49,-3.75,0.9026566743850708,2.5
50,-3.75,0.9026566743850708,2.5
51,-3.75,0.9026566743850708,2.5
52,-3.75,0.9026566743850708,2.5
53,-3.75,0.9026566743850708,2.5
54,-3.75,0.9026566743850708,2.5
