step,x,y,z
0,-3.0,0.9070531129837036,2.75
1,-3.0,0.9070531129837036,2.75
2,-3.0,0.9070531129837036,2.75
3,-3.0,0.9070531129837036,2.75
4,-3.0,0.9070531129837036,2.75
5,-3.0,0.9070531129837036,2.75
6,-3.0,0.9070531129837036,2.5
7,-3.0,0.9070531129837036,2.25
8,-3.0,0.9070531129837036,2.0
9,-3.0,0.9070531129837036,1.75
10,-3.0,0.9070531129837036,1.5
11,-3.0,0.9070531129837036,1.25
12,-3.0,0.9070531129837036,1.0
13,-3.0,0.9070531129837036,1.0
14,-2.75,0.9070531129837036,1.0
15,-2.5,0.9070531129837036,1.0
16,-2.25,0.9070531129837036,1.0
17,-2.0,0.9070531129837036,1.0
18,-1.75,0.9070531129837036,1.0
19,-1.75,0.9070531129837036,1.0
