step,x,y,z
0,-3.0,0.9011250734329224,2.0
1,-3.0,0.9011250734329224,2.0
2,-3.0,0.9011250734329224,2.0
3,-3.0,0.9011250734329224,2.0
4,-3.0,0.9011250734329224,2.0
5,-3.0,0.9011250734329224,2.0
6,-3.0,0.9011250734329224,2.25
7,-3.0,0.9011250734329224,2.5
8,-3.0,0.9011250734329224,2.75
9,-3.0,0.9011250734329224,2.75
10,-2.75,0.9011250734329224,2.75
11,-2.5,0.9011250734329224,2.75
12,-2.25,0.9011250734329224,2.75
13,-2.0,0.9011250734329224,2.75
14,-1.75,0.9011250734329224,2.75
15,-1.5,0.9011250734329224,2.75
16,-1.5,0.9011250734329224,2.75
17,-1.5,0.9011250734329224,3.0
18,-1.5,0.9011250734329224,3.0
19,-1.25,0.9011250734329224,3.0
20,-1.0,0.9011250734329224,3.0
21,-1.0,0.9011250734329224,3.0
