step,x,y,z
0,-4.0,0.9026566743850708,1.5
1,-4.0,0.9026566743850708,1.5
2,-4.0,0.9026566743850708,1.5
3,-4.0,0.9026566743850708,1.5
4,-4.0,0.9026566743850708,1.5
5,-4.0,0.9026566743850708,1.5
6,-4.0,0.9026566743850708,1.5
7,-4.0,0.9026566743850708,1.25
8,-4.0,0.9026566743850708,1.0
9,-4.0,0.9026566743850708,0.75
10,-4.0,0.9026566743850708,0.5
11,-4.0,0.9026566743850708,0.5
12,-3.75,0.9026566743850708,0.5
13,-3.5,0.9026566743850708,0.5
14,-3.5,0.9026566743850708,0.5
15,-3.5,0.9026566743850708,0.5
