step,x,y,z
0,-1.25,0.902314305305481,3.0
1,-1.25,0.902314305305481,3.0
2,-1.25,0.902314305305481,3.0
3,-1.25,0.902314305305481,3.0
4,-1.25,0.902314305305481,3.0
5,-1.25,0.902314305305481,3.0
6,-1.5,0.902314305305481,3.0
7,-1.75,0.902314305305481,3.0
8,-1.75,0.902314305305481,3.0
9,-1.75,0.902314305305481,2.75
10,-1.75,0.902314305305481,2.5
11,-1.75,0.902314305305481,2.25
12,-1.75,0.902314305305481,2.0
13,-1.75,0.902314305305481,1.75
14,-1.75,0.902314305305481,1.75
15,-2.0,0.902314305305481,1.75
16,-2.25,0.902314305305481,1.75
17,-2.25,0.902314305305481,1.75
18,-2.25,0.902314305305481,1.5
19,-2.25,0.902314305305481,1.25
20,-2.25,0.902314305305481,1.0
21,-2.25,0.902314305305481,0.75
22,-2.25,0.902314305305481,0.5
23,-2.25,0.902314305305481,0.25
24,-2.25,0.902314305305481,0.0
25,-2.25,0.902314305305481,-0.25
26,-2.25,0.902314305305481,-0.5
27,-2.25,0.902314305305481,-0.75
28,-2.25,0.902314305305481,-0.75
29,-2.5,0.902314305305481,-0.75
30,-2.75,0.902314305305481,-0.75
31,-2.75,0.902314305305481,-0.75
32,-2.75,0.902314305305481,-1.0
33,-2.75,0.902314305305481,-1.25
34,-2.75,0.902314305305481,-1.25
35,-3.0,0.902314305305481,-1.25
36,-3.0,0.902314305305481,-1.25
37,-3.0,0.902314305305481,-1.5
38,-3.0,0.902314305305481,-1.75
39,-3.0,0.902314305305481,-2.0
40,-3.0,0.902314305305481,-2.25
41,-3.0,0.902314305305481,-2.5
42,-3.0,0.902314305305481,-2.75
43,-3.0,0.902314305305481,-3.0
44,-3.0,0.902314305305481,-3.25
45,-3.0,0.902314305305481,-3.25
46,-2.75,0.902314305305481,-3.25
47,-2.75,0.902314305305481,-3.25
48,-2.75,0.902314305305481,-3.25
49,-2.75,0.902314305305481,-3.25
50,-2.75,0.902314305305481,-3.25
